,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
16283,45,0,1,1,0,231.0,1,0,2,18,6,151,2,-1,0,3,0
16284,37,4,1,2,0,21.0,1,0,2,29,8,52,2,-1,0,3,0
16285,55,9,1,3,0,4746.0,1,0,2,23,8,288,3,-1,0,3,0
16286,35,9,2,1,0,449.0,1,0,0,12,8,245,1,-1,0,3,0
16287,71,5,1,1,0,1998.0,0,0,0,23,6,201,1,-1,0,3,0
16288,36,0,2,1,0,886.0,1,1,0,14,8,362,6,-1,0,3,0
16289,59,1,2,0,0,1364.645545435511,1,0,2,9,8,123,1,-1,0,3,0
16290,46,4,0,2,0,0.0,0,1,0,29,1,38,6,-1,0,3,0
16291,69,5,1,3,0,426.0,0,0,1,9,2,395,1,-1,0,3,1
16292,38,10,1,0,0,1147.0,1,1,2,8,8,249,5,-1,0,3,0
16293,34,4,2,2,0,2360.0,1,0,0,15,8,137,2,176,1,0,0
16294,30,0,1,1,0,401.0,0,0,0,19,9,50,1,-1,0,3,0
16295,8,5,1,2,0,6108.0,1,0,0,17,5,796,2,-1,0,3,0
16296,50,0,0,0,0,8583.0,1,0,0,19,9,59,1,-1,0,3,0
16298,42,4,1,2,1,0.0,1,0,0,4,3,358,2,-1,0,3,0
16299,31,4,1,2,0,1364.645545435511,1,0,2,21,8,389,2,-1,0,3,0
16300,31,0,1,1,0,1364.645545435511,1,0,0,18,9,474,3,-1,0,3,0
16301,51,1,1,1,0,568.0,1,0,2,4,6,37,1,-1,0,3,0
16302,58,4,0,1,0,321.0,0,1,0,17,9,254,2,-1,0,3,0
16303,30,4,2,2,0,2876.0,0,0,0,6,1,103,4,-1,0,3,0
16304,51,3,1,3,0,21244.0,0,1,0,4,1,166,2,-1,0,3,0
16306,43,4,2,2,0,3872.0,1,0,0,9,5,225,2,-1,0,3,0
16307,45,0,2,1,0,206.0,1,0,2,5,8,193,1,-1,0,3,0
16308,32,9,1,2,0,3538.0,1,0,2,28,8,95,5,-1,0,3,0
16310,45,6,1,2,0,334.0,0,0,2,5,6,87,2,-1,0,3,0
16311,46,1,2,1,0,57.0,1,0,2,14,8,194,4,-1,0,3,0
16312,52,1,1,1,0,698.0,0,0,1,30,5,38,2,-1,0,3,0
16314,28,4,2,2,0,4937.0,1,0,1,13,8,421,3,-1,0,3,0
16315,36,1,1,0,0,300.0,1,0,0,12,8,57,1,342,1,0,0
16316,57,4,1,0,0,0.0,0,0,0,19,9,97,1,-1,0,3,0
16317,41,1,1,0,0,3803.0,1,0,0,20,9,611,3,-1,0,3,0
16318,62,1,1,1,0,272.0,0,0,0,11,1,146,1,286,2,0,1
16319,30,1,1,1,0,1364.645545435511,1,0,2,15,8,1000,1,-1,0,3,0
16320,46,3,1,0,0,39.0,0,0,2,9,6,74,2,-1,0,3,0
16321,51,1,1,0,0,7134.0,0,0,0,25,1,36,7,-1,0,3,0
16322,42,2,1,3,0,206.0,1,0,0,30,5,695,2,-1,0,3,1
16323,31,9,2,2,0,2744.0,1,0,0,8,1,309,2,-1,0,3,0
16324,53,0,1,2,0,5094.0,0,0,0,5,1,114,1,-1,0,3,0
16325,36,0,0,1,0,-811.0,1,0,0,12,8,365,2,-1,0,3,1
16326,68,5,2,2,0,2144.0,0,0,0,22,10,277,1,184,2,2,1
16327,30,7,2,1,0,211.0,0,1,0,10,5,133,3,-1,0,3,0
16328,36,3,1,1,0,0.0,0,1,1,15,5,571,3,-1,0,3,0
16329,41,4,1,2,0,6563.0,0,0,0,27,1,136,8,-1,0,3,0
16330,39,4,2,2,0,1509.0,0,0,0,11,9,248,1,-1,0,3,0
16331,31,1,2,1,0,39.0,1,0,0,15,8,123,5,-1,0,3,0
16332,60,0,1,1,0,7336.0,0,0,0,31,7,494,1,-1,0,3,0
16333,34,0,2,1,0,-32.0,0,1,0,30,0,246,2,-1,0,3,1
16335,43,1,1,0,0,186.0,1,0,2,8,8,178,1,-1,0,3,0
16336,29,4,2,2,0,-223.0,0,1,0,9,5,208,1,-1,0,3,0
16337,55,6,1,1,0,-196.0,1,0,2,20,8,210,2,-1,0,3,0
16338,50,3,1,2,0,5260.0,1,0,0,24,5,51,2,-1,0,3,0
16339,31,9,1,1,0,40.0,1,0,0,20,9,294,2,-1,0,3,0
16340,33,0,2,1,0,2717.0,1,0,0,18,8,185,1,-1,0,3,0
16341,49,9,0,1,0,0.0,1,0,0,11,3,283,3,-1,0,3,0
16342,35,6,2,2,0,538.0,1,1,0,19,9,308,1,195,9,0,0
16343,40,1,1,0,0,-22.0,1,0,2,19,8,84,3,-1,0,3,0
16344,46,9,1,1,0,78.0,0,0,0,20,1,172,2,-1,0,3,0
16345,32,4,1,2,0,282.0,0,0,0,22,1,92,2,-1,0,3,0
16347,56,9,1,2,0,3082.0,1,1,2,30,6,444,3,-1,0,3,0
16348,34,0,1,0,0,239.0,1,0,2,2,6,107,2,-1,0,3,0
16349,48,0,0,3,0,244.0,1,0,2,9,8,280,1,-1,0,3,0
16350,35,4,1,2,0,1557.0,1,1,0,5,3,225,1,268,1,0,0
16351,39,4,1,2,0,2320.0,0,1,0,20,1,25,2,-1,0,3,0
16352,41,9,2,3,0,5372.0,1,0,0,13,4,248,3,-1,0,3,1
16353,33,10,2,2,0,685.0,1,0,0,2,3,105,1,96,2,0,0
16354,39,7,1,2,0,16.0,0,0,2,19,6,32,1,-1,0,3,0
16355,43,4,2,2,0,1304.0,0,0,0,6,1,501,2,-1,0,3,1
16356,32,7,2,1,0,481.0,1,0,0,13,8,150,2,174,4,0,0
16357,28,9,1,1,0,1364.645545435511,1,0,0,24,5,245,2,-1,0,3,0
16358,47,7,1,0,0,675.0,0,0,0,7,1,152,2,-1,0,3,0
16359,51,9,1,1,0,2242.0,0,0,0,18,1,498,3,-1,0,3,0
16360,45,1,1,1,0,1364.645545435511,1,0,2,15,8,135,1,-1,0,3,0
16361,26,1,2,1,0,419.0,1,0,2,28,8,94,3,-1,0,3,0
16362,36,9,1,2,0,473.0,0,0,0,22,1,72,2,-1,0,3,0
16363,29,4,1,2,0,8.0,1,0,0,14,8,41,2,-1,0,3,0
16364,39,1,1,0,0,33.0,1,0,0,4,3,75000,1,-1,0,3,0
16366,52,7,0,1,0,12.0,1,0,0,6,8,78,1,170,1,0,0
16367,28,9,2,1,0,213.0,1,0,2,19,8,267,1,-1,0,3,0
16368,46,6,0,2,0,926.0,1,0,0,1,0,463,1,133,3,0,0
16369,41,0,0,1,0,1634.0,1,1,0,12,8,16,5,-1,0,3,0
16370,45,1,0,0,0,-207.0,0,0,0,15,5,878,2,-1,0,3,1
16371,36,7,1,1,0,-27.0,1,1,0,7,5,151,4,-1,0,3,0
16372,51,9,2,1,0,1153.0,1,0,0,20,0,76,5,-1,0,3,0
16373,29,7,2,1,0,441.0,1,0,0,17,0,69,1,-1,0,3,0
16374,47,9,1,1,0,0.0,0,0,0,21,9,591,1,10,1,0,1
16375,56,4,1,2,0,2551.0,1,0,0,17,9,150,2,-1,0,3,0
16376,22,0,2,1,0,-1.0,1,0,2,9,8,136,1,-1,0,3,0
16377,45,9,1,1,0,1786.0,1,1,1,15,5,78,4,-1,0,3,0
16378,32,4,2,2,0,1966.0,0,0,0,18,1,176,3,-1,0,3,0
16380,40,9,1,1,0,340.0,1,0,0,28,4,255,2,-1,0,3,0
16381,33,7,1,1,0,2533.0,1,0,0,18,8,16,6,180,2,1,0
16382,30,9,1,2,0,1570.0,1,0,0,26,8,260,1,-1,0,3,0
16383,43,0,1,1,0,101.0,1,0,0,20,0,131,2,349,3,0,0
16384,45,4,2,2,0,311.0,1,1,0,22,8,81,1,-1,0,3,0
16385,41,2,1,1,0,2105.0,1,0,0,18,9,134,1,-1,0,3,0
16386,30,7,0,1,0,1364.645545435511,1,0,0,18,8,13,3,355,5,0,0
16387,36,4,2,2,0,7252.0,0,0,0,12,1,153,1,-1,0,3,0
16388,37,6,1,2,0,2211.0,1,0,0,25,8,143,1,-1,0,3,0
16389,45,7,0,1,0,343.0,1,0,0,5,8,301,2,-1,0,3,0
16390,38,9,1,2,0,180.0,0,0,0,6,1,258,7,-1,0,3,0
16391,37,1,1,1,0,965.0,1,0,0,28,5,119,4,-1,0,3,0
16392,25,8,2,1,0,1116.0,1,0,0,12,8,85,2,71,3,0,0
16393,37,9,2,2,0,1309.0,0,0,2,6,6,442,2,-1,0,3,0
16394,57,9,1,1,0,0.0,0,0,2,20,6,45,4,-1,0,3,0
16395,39,1,1,2,0,10483.0,0,0,2,9,6,218,1,-1,0,3,0
16396,32,7,1,1,0,2196.0,1,0,0,21,5,1156,1,-1,0,3,0
16397,53,4,1,1,0,66.0,0,1,1,8,5,141,1,-1,0,3,0
16398,55,4,1,2,0,161.0,0,0,0,11,1,226,2,-1,0,3,0
16399,55,1,2,0,0,39.0,1,0,2,26,8,128,5,-1,0,3,0
16401,58,9,1,1,0,99.0,0,0,1,22,11,396,2,-1,0,3,1
16402,46,7,1,2,0,523.0,1,0,0,17,0,172,1,-1,0,3,0
16403,27,7,1,1,0,1304.0,0,0,0,30,4,403,1,-1,0,3,0
16404,54,10,1,1,0,1561.0,0,0,0,25,8,352,3,186,2,0,1
16405,32,0,1,2,0,0.0,1,0,0,21,9,102,1,-1,0,3,0
16406,45,9,1,0,0,6535.0,0,0,0,30,5,639,2,-1,0,3,0
16407,55,9,1,2,0,1320.0,0,0,0,28,0,387,2,-1,0,3,1
16408,43,1,0,1,0,1138.0,0,0,2,19,6,65,1,-1,0,3,0
16409,48,3,2,1,0,1042.0,0,0,1,18,9,129,2,-1,0,3,0
16410,34,1,2,0,0,326.0,1,0,0,29,5,263,2,-1,0,3,0
16411,25,0,2,1,0,66.0,1,0,2,9,6,271,3,-1,0,3,0
16412,28,1,1,1,0,1364.645545435511,1,0,2,8,8,262,1,-1,0,3,0
16413,31,1,1,0,0,-81.0,1,0,0,22,5,261,1,-1,0,3,0
16414,37,1,1,1,0,16727.0,1,0,0,20,0,152,2,-1,0,3,0
16415,36,1,1,3,0,1336.0,1,1,0,14,8,42,7,-1,0,3,0
16416,43,3,1,0,0,25.0,0,0,0,12,1,121,2,-1,0,3,0
16417,23,7,2,1,0,870.0,0,0,0,6,5,316,4,-1,0,3,1
16418,38,0,0,1,0,407.0,1,1,0,18,3,146,1,183,1,0,0
16419,37,6,0,1,0,231.0,0,0,2,6,6,250,1,-1,0,3,0
16420,36,4,1,2,0,6641.0,0,0,0,30,5,105,4,-1,0,3,0
16421,72,5,1,1,0,676.0,0,0,0,25,1,188,3,-1,0,3,0
16422,34,7,2,2,0,49.0,1,0,0,4,3,250,1,-1,0,3,0
16423,33,9,1,1,0,-74.0,1,0,0,25,5,198,4,-1,0,3,0
16424,29,9,2,2,0,0.0,1,0,0,7,8,347,2,337,6,0,1
16425,25,9,1,2,0,400.0,0,0,0,30,0,352,1,-1,0,3,0
16426,29,9,2,1,1,28.0,1,0,0,18,5,203,1,-1,0,3,0
16427,55,6,1,0,0,325.0,0,0,0,26,7,439,4,-1,0,3,0
16428,39,7,2,1,0,315.0,1,0,0,15,8,14,3,-1,0,3,0
16429,39,9,1,1,0,0.0,0,0,0,4,1,281,3,-1,0,3,0
16430,38,0,1,1,0,1280.0,1,0,0,6,0,916,1,-1,0,3,0
16431,33,9,2,1,0,647.0,1,1,0,4,3,124,1,273,1,1,0
16432,36,3,0,2,0,7296.0,1,0,0,18,1,108,6,-1,0,3,0
16433,52,9,0,1,0,511.0,0,1,0,20,1,98,4,-1,0,3,0
16434,35,9,1,1,0,128.0,0,1,0,29,4,456,1,205,2,1,0
16436,47,9,1,1,0,599.0,1,0,0,13,1,99,3,-1,0,3,0
16437,54,4,1,2,0,153.0,0,0,0,12,1,168,5,-1,0,3,0
16438,26,1,2,1,0,4146.0,0,0,0,17,5,628,1,-1,0,3,0
16439,40,9,2,2,0,445.0,1,0,0,24,5,631,1,-1,0,3,0
16440,32,1,2,1,0,782.0,1,0,0,17,0,517,1,-1,0,3,0
16441,30,9,1,1,0,817.0,1,0,0,22,1,180,4,-1,0,3,0
16442,36,1,2,0,0,367.0,0,0,2,26,6,277,1,-1,0,3,0
16443,51,1,1,0,0,3185.0,1,0,0,20,9,187,2,-1,0,3,0
16444,31,10,0,2,0,756.0,0,0,0,20,5,355,2,-1,0,3,1
16445,44,4,1,2,0,-61.0,0,0,0,11,1,1015,1,-1,0,3,0
16446,40,4,1,2,0,193.0,0,0,0,18,1,105,6,-1,0,3,0
16447,47,9,1,2,0,151.0,1,0,2,5,8,190,1,-1,0,3,0
16448,39,0,2,1,0,14.0,1,1,2,13,8,19,9,-1,0,3,0
16449,32,4,0,2,0,-634.0,1,1,2,27,8,275,1,-1,0,3,0
16450,40,1,2,0,0,2851.0,1,0,2,19,8,122,2,-1,0,3,0
16451,63,5,1,0,0,3738.0,0,0,1,9,9,301,1,456,4,0,0
16452,35,1,1,1,0,592.0,1,0,2,21,8,74,1,-1,0,3,0
16453,58,5,1,0,0,1364.645545435511,0,0,0,12,1,74,2,-1,0,3,0
16454,43,9,0,0,0,13.0,0,1,0,9,5,977,4,-1,0,3,0
16455,57,5,1,3,0,230.0,0,0,0,6,0,177,2,210,3,0,1
16456,31,9,2,1,0,35.0,0,1,0,16,5,229,1,-1,0,3,0
16457,43,0,0,1,0,587.0,1,0,0,17,5,282,1,-1,0,3,0
16458,54,4,1,2,0,1364.645545435511,0,0,0,12,8,166,3,182,10,2,1
16459,56,5,1,0,0,1947.0,0,0,0,30,0,441,2,-1,0,3,0
16460,21,8,2,1,0,1364.645545435511,1,0,0,11,8,295,3,-1,0,3,0
16461,34,4,1,2,0,201.0,0,0,1,4,8,21,5,-1,0,3,0
16462,27,0,2,2,0,1993.0,1,0,0,5,8,102,5,-1,0,3,0
16463,60,7,1,1,0,8837.0,1,0,2,16,8,144,4,-1,0,3,0
16464,43,9,1,1,0,297.0,1,0,0,14,10,119,3,-1,0,3,0
16465,31,4,1,2,0,792.0,0,0,0,20,1,763,14,-1,0,3,1
16466,42,0,2,1,0,1364.645545435511,0,0,0,31,5,245,4,-1,0,3,0
16467,41,9,1,1,0,288.0,1,0,2,15,8,221,4,-1,0,3,0
16468,28,9,2,1,0,1532.0,0,0,0,22,8,253,1,107,5,0,0
16469,47,9,0,1,0,1851.0,1,0,2,19,8,140,2,-1,0,3,0
16470,23,2,2,0,0,4.0,1,0,2,13,8,395,2,-1,0,3,1
16471,40,1,1,1,0,-481.0,1,1,2,19,8,174,2,-1,0,3,0
16472,36,7,0,0,0,1364.645545435511,1,0,0,8,8,156,2,-1,0,3,0
16473,32,0,2,1,0,127.0,1,0,2,23,8,189,2,-1,0,3,0
16474,46,4,1,2,0,110.0,1,1,0,20,1,243,5,-1,0,3,0
16475,43,7,2,1,0,848.0,0,0,2,5,6,168,2,-1,0,3,0
16476,53,4,1,2,0,4446.0,1,0,2,14,8,429,1,-1,0,3,0
16477,42,7,1,1,0,714.0,1,1,0,8,8,211,1,358,5,0,0
16478,49,4,1,2,0,5613.0,0,0,0,20,5,258,3,-1,0,3,0
16479,54,4,0,2,0,29887.0,1,0,2,16,8,865,1,-1,0,3,0
16480,31,4,1,2,0,859.0,1,1,0,4,1,182,3,-1,0,3,0
16481,45,1,1,1,0,1723.0,0,0,0,1,6,166,2,-1,0,3,1
16483,47,4,1,2,0,1425.0,0,0,0,29,4,113,1,-1,0,3,0
16484,49,3,0,1,0,0.0,0,0,1,30,0,136,2,-1,0,3,0
16485,58,3,1,0,0,7881.0,0,0,0,28,1,507,8,-1,0,3,0
16486,34,0,1,1,0,1406.0,1,0,0,20,1,63,2,85,1,2,1
16487,46,0,1,1,0,-363.0,1,1,2,28,8,236,1,-1,0,3,0
16488,46,1,1,1,0,3547.0,0,0,0,20,1,395,6,-1,0,3,0
16489,33,4,2,1,0,1973.0,1,0,2,28,8,151,8,-1,0,3,0
16490,36,9,1,2,0,0.0,0,0,0,20,1,245,1,-1,0,3,0
16491,72,5,1,2,0,3561.0,0,0,1,15,11,511,3,184,7,2,1
16492,40,7,2,1,0,5129.0,1,1,0,21,9,222,6,-1,0,3,0
16493,42,1,1,1,0,3213.0,0,0,1,28,10,172,1,-1,0,3,0
16494,55,0,0,1,0,3524.0,1,0,2,19,8,492,2,-1,0,3,0
16495,35,4,2,1,0,6809.0,1,0,1,6,3,139,8,273,7,0,0
16496,61,4,1,2,0,2931.0,0,0,0,6,10,125,1,-1,0,3,0
16497,33,4,2,2,0,0.0,0,0,1,5,6,109,1,-1,0,3,0
16498,52,0,2,1,0,3348.0,1,0,2,14,8,407,4,-1,0,3,0
16499,32,7,1,1,0,268.0,0,0,0,29,4,140,1,-1,0,3,0
16500,24,7,2,3,0,2022.0,0,0,0,23,0,159,4,-1,0,3,1
16501,40,4,1,2,0,3185.0,0,0,0,18,9,109,1,-1,0,3,0
16502,40,4,1,2,0,-3.0,0,0,0,25,1,728,4,-1,0,3,0
16503,49,4,0,2,0,108.0,1,0,0,12,8,288,2,350,2,0,0
16504,24,8,2,1,0,228.0,0,0,0,2,6,154,1,-1,0,3,0
16505,23,8,2,1,0,1284.0,1,0,2,11,6,327,10,-1,0,3,0
16506,33,1,2,1,0,1036.0,1,1,0,16,0,323,2,321,2,0,0
16507,48,4,1,2,0,1204.0,0,0,0,3,11,116,2,760,1,1,0
16508,35,4,2,2,0,996.0,0,0,2,20,6,17,2,-1,0,3,0
16509,29,8,2,2,0,652.0,1,0,0,22,5,285,1,-1,0,3,0
16510,37,1,1,1,0,-26.0,0,0,1,17,5,209,2,-1,0,3,0
16511,41,9,1,1,0,112.0,1,0,0,17,9,1081,1,131,1,0,0
16512,29,0,2,1,0,1992.0,0,0,0,12,0,119,2,-1,0,3,0
16513,58,5,1,2,0,941.0,0,1,0,9,5,254,1,-1,0,3,0
16514,33,4,1,2,0,452.0,1,0,0,29,1,168,2,-1,0,3,0
16515,40,4,1,2,0,52527.0,0,0,0,21,1,140,11,-1,0,3,0
16516,34,4,1,2,0,351.0,0,0,0,30,4,193,1,-1,0,3,0
16517,47,4,0,2,0,-363.0,1,1,2,27,8,513,1,-1,0,3,0
16519,57,5,1,0,0,1335.0,0,0,0,19,9,902,2,-1,0,3,0
16520,48,1,1,0,0,2227.0,0,0,0,18,1,98,12,-1,0,3,0
16521,35,6,2,1,0,1732.0,0,0,1,21,9,1441,3,-1,0,3,0
16522,43,1,1,0,0,1364.645545435511,0,1,0,15,8,45,1,-1,0,3,0
16523,43,0,1,1,0,9173.0,0,0,0,29,5,80,2,-1,0,3,0
16524,35,4,2,2,0,1618.0,1,1,0,7,8,542,1,-1,0,3,1
16525,34,1,1,1,0,156.0,1,0,0,29,5,393,3,-1,0,3,0
16526,38,0,2,1,0,2600.0,1,0,0,19,9,67,1,-1,0,3,0
16527,29,0,2,1,0,345.0,1,1,0,30,5,98,13,-1,0,3,0
16528,41,9,1,1,0,768.0,1,0,2,15,8,214,4,-1,0,3,0
16529,52,4,1,2,0,583.0,0,0,0,17,8,376,1,181,3,2,1
16530,36,1,2,1,0,366.0,1,1,2,30,8,1133,2,-1,0,3,1
16531,45,1,1,0,0,246.0,1,0,2,14,8,263,1,-1,0,3,0
16532,35,4,1,2,0,2583.0,0,0,0,19,9,210,1,-1,0,3,0
16533,38,6,0,1,0,0.0,0,0,2,6,6,261,2,-1,0,3,0
16535,47,4,1,2,0,1122.0,0,0,0,24,2,956,1,-1,0,3,0
16536,25,1,1,1,0,192.0,1,0,2,28,8,357,3,-1,0,3,0
16537,32,0,1,1,0,752.0,1,0,0,21,9,82,4,191,1,0,0
16538,32,2,2,0,0,1364.645545435511,0,1,0,4,3,206,2,188,6,0,0
16539,37,9,1,1,0,1109.0,1,0,0,12,8,62,1,354,5,0,0
16540,39,4,1,2,0,3913.0,0,0,0,18,1,150,4,-1,0,3,0
16541,35,7,2,1,0,511.0,1,1,2,23,8,472,1,-1,0,3,0
16542,41,1,1,0,0,686.0,1,0,0,21,9,888,3,-1,0,3,0
16543,28,9,1,0,0,-58.0,1,0,2,8,8,74,1,-1,0,3,0
16544,35,1,1,1,0,6411.0,1,1,0,30,4,144,1,266,2,0,0
16545,35,9,1,1,0,254.0,0,0,0,8,1,153,7,-1,0,3,0
16546,46,3,1,0,0,312.0,1,1,0,25,5,137,7,-1,0,3,0
16547,49,9,1,2,0,0.0,0,1,0,28,5,67,5,252,1,0,0
16548,57,0,1,1,0,1143.0,0,0,1,7,5,69,3,-1,0,3,0
16549,53,5,0,1,1,-200.0,0,1,2,6,6,161,1,-1,0,3,0
16550,43,4,1,2,0,1379.0,1,0,2,27,8,-5,3,-1,0,3,0
16551,34,2,2,1,0,318.0,1,0,0,21,9,36,2,-1,0,3,0
16552,56,4,0,2,0,2189.0,0,0,0,4,3,180,1,-1,0,3,0
16553,50,10,1,1,0,1772.0,0,0,0,29,5,206,4,-1,0,3,0
16554,59,6,1,1,0,170.0,0,0,0,9,5,62,1,-1,0,3,0
16555,38,1,1,1,0,56.0,1,0,0,22,5,238,2,-1,0,3,0
16556,33,4,2,1,0,1364.645545435511,1,0,0,17,0,97,1,-1,0,3,0
16557,32,1,2,0,0,398.0,1,0,0,14,8,209,2,-1,0,3,0
16559,46,1,1,1,0,1603.0,0,0,0,30,0,279,1,-1,0,3,0
16560,62,1,1,1,0,272.0,0,0,0,11,9,289,1,92,3,2,1
16561,48,1,1,1,0,7985.0,1,0,0,11,8,232,2,347,1,0,0
16562,56,7,1,3,0,628.0,0,0,0,29,1,96,2,-1,0,3,0
16563,35,9,1,1,0,198.0,0,0,0,27,1,282,13,-1,0,3,0
16564,31,10,2,1,0,0.0,0,0,0,20,9,324,5,-1,0,3,0
16565,45,0,1,1,0,967.0,0,0,2,9,6,63,1,-1,0,3,0
16566,34,8,2,2,0,3404.0,1,0,0,8,0,420,1,139,5,0,0
16567,56,1,0,0,1,-1.0,0,0,0,18,5,304,3,-1,0,3,0
16568,60,5,1,1,0,5632.0,1,0,0,30,5,380,7,-1,0,3,0
16569,58,9,1,1,0,1364.645545435511,1,0,0,19,9,135,1,-1,0,3,0
16570,44,9,1,1,0,-1317.0,1,0,0,2,3,371,1,-1,0,3,0
16571,28,4,2,2,0,111.0,1,1,0,28,5,230,2,-1,0,3,0
16572,52,9,1,2,0,1785.0,0,0,0,10,9,133,3,89,1,0,0
16573,29,6,2,1,0,272.0,1,0,2,16,8,123,3,-1,0,3,0
16574,29,9,2,1,0,323.0,0,0,0,27,1,148,2,94,1,1,0
16575,57,1,1,0,0,1460.0,0,0,2,13,8,91,2,-1,0,3,0
16576,33,1,2,1,0,-147.0,1,0,2,30,8,652,2,-1,0,3,0
16577,34,7,1,1,0,135.0,1,0,0,18,9,109,1,-1,0,3,0
16578,35,9,0,1,0,2.0,0,0,2,3,5,88,1,-1,0,3,0
16579,52,0,1,1,0,1274.0,1,0,0,17,9,74,1,-1,0,3,0
16580,28,2,2,2,0,283.0,1,0,0,8,5,22,3,-1,0,3,0
16581,35,2,1,0,1,25.0,0,1,0,7,5,236,1,-1,0,3,0
16582,28,4,2,3,1,101.0,1,0,2,9,8,224,3,-1,0,3,0
16583,26,10,2,2,0,3511.0,0,0,0,30,0,439,2,-1,0,3,1
16584,33,9,2,1,0,4240.0,1,0,0,20,0,508,1,-1,0,3,0
16585,51,7,1,1,0,272.0,0,1,0,8,5,217,1,-1,0,3,0
16586,27,6,2,2,0,202.0,1,0,0,21,5,678,1,-1,0,3,0
16587,72,0,1,0,0,2321.0,0,0,0,14,11,221,2,64,12,0,1
16588,34,1,1,2,0,17672.0,0,0,0,20,9,548,1,-1,0,3,0
16589,37,10,2,1,0,490.0,1,1,0,7,8,739,2,325,3,0,0
16590,53,9,0,1,0,4856.0,1,0,0,18,9,151,1,-1,0,3,0
16591,32,4,2,2,0,623.0,0,0,0,6,5,335,3,194,2,0,1
16592,25,7,2,3,0,-501.0,1,1,2,18,6,156,3,-1,0,3,0
16593,33,9,2,1,0,608.0,0,0,0,31,5,58,4,-1,0,3,0
16594,33,4,2,1,0,15.0,0,0,0,22,1,199,1,-1,0,3,0
16595,31,9,1,2,0,-256.0,1,0,0,15,8,272,1,365,5,0,0
16596,40,9,1,1,0,998.0,0,0,0,7,1,133,7,-1,0,3,0
16597,40,1,1,1,0,362.0,1,0,2,14,8,332,2,-1,0,3,0
16598,40,1,1,0,0,3969.0,0,0,1,7,5,46,5,-1,0,3,0
16599,53,1,0,0,0,2477.0,1,0,2,13,8,175,2,-1,0,3,0
16600,60,5,1,2,0,1766.0,0,0,0,5,1,344,1,-1,0,3,0
16601,29,1,1,1,0,37.0,1,0,0,11,8,138,3,353,1,1,0
16602,36,7,1,1,0,24.0,1,1,2,11,6,100,5,-1,0,3,0
16603,34,9,1,1,0,978.0,1,0,2,16,8,370,2,-1,0,3,0
16604,37,7,1,1,0,3.0,1,0,0,12,6,105,4,318,6,0,0
16605,52,1,0,1,0,1912.0,1,1,0,28,5,123,2,-1,0,3,0
16606,56,1,1,1,0,881.0,1,0,2,14,8,225,2,-1,0,3,0
16607,29,4,2,2,0,3846.0,0,0,0,3,6,313,2,-1,0,3,1
16608,45,0,1,1,0,205.0,0,0,0,4,1,180,1,92,3,2,1
16609,34,4,2,2,0,0.0,0,0,0,24,5,174,3,-1,0,3,0
16610,28,0,1,1,0,17.0,1,0,0,18,5,269,1,-1,0,3,0
16611,33,4,1,2,0,22867.0,1,0,0,10,3,165,2,92,5,2,0
16612,30,1,2,1,1,447.0,0,0,0,19,9,426,2,189,6,0,0
16613,33,2,1,2,0,87.0,1,1,0,21,9,141,4,-1,0,3,0
16614,60,0,0,1,0,0.0,0,1,1,16,5,357,7,-1,0,3,0
16615,32,0,2,2,0,291.0,0,0,1,28,4,223,6,275,5,1,0
16616,33,4,1,2,0,2374.0,1,1,0,8,1,212,2,-1,0,3,0
16617,32,1,1,1,0,476.0,1,0,0,23,5,956,9,-1,0,3,1
16618,37,7,2,1,0,1175.0,1,0,0,15,8,102,1,333,2,0,0
16619,40,9,0,1,0,700.0,1,1,0,18,5,503,2,-1,0,3,0
16620,36,4,1,2,0,0.0,0,0,2,17,6,222,3,-1,0,3,0
16621,28,9,2,1,0,-16.0,1,0,0,18,8,251,3,-1,0,3,0
16622,51,9,1,1,0,2.0,1,1,0,4,3,71,1,205,3,0,0
16623,30,8,2,1,0,7387.0,0,0,0,16,7,93,1,-1,0,3,0
16624,38,9,1,1,0,1364.645545435511,0,0,0,20,1,93,2,-1,0,3,0
16625,59,0,0,0,0,191.0,1,0,0,5,8,252,1,-1,0,3,0
16626,34,9,1,1,0,354.0,0,0,0,25,1,358,3,-1,0,3,0
16627,31,0,2,1,0,5527.0,1,0,2,21,8,132,1,-1,0,3,0
16628,38,7,1,1,0,1005.0,1,1,2,9,6,152,2,-1,0,3,0
16629,40,9,2,1,0,1259.0,1,0,0,6,8,379,2,169,1,0,0
16630,41,7,0,1,1,-198.0,0,1,2,14,8,133,1,-1,0,3,0
16631,29,7,2,1,0,2.0,1,0,0,6,8,403,4,-1,0,3,0
16632,35,9,1,2,0,1006.0,0,0,0,22,1,69,4,-1,0,3,0
16633,32,0,0,1,0,187.0,1,0,0,14,5,90,2,-1,0,3,0
16634,25,1,2,1,0,1163.0,0,0,0,7,2,262,3,-1,0,3,0
16636,59,10,1,2,0,6.0,1,0,0,9,5,275,1,-1,0,3,0
16637,52,1,1,0,0,1364.645545435511,1,0,2,19,8,298,2,-1,0,3,0
16638,38,6,1,2,0,656.0,1,0,0,22,1,508,7,-1,0,3,0
16639,40,4,1,2,0,1364.645545435511,1,1,0,18,9,155,1,-1,0,3,0
16640,35,9,1,2,0,633.0,1,1,0,2,3,76,3,5,3,1,0
16641,27,6,2,2,0,168.0,0,0,0,13,8,271,1,182,2,2,0
